model,provider,question_id,passage_id,format,run,expected_answer,extracted_answer,is_correct,success,error,duration_seconds,input_tokens,output_tokens
gpt-5.1-2025-11-13,openai,Q-289,P-033,abc,1,18,18,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-290,P-033,abc,1,14,18,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-291,P-033,abc,1,F5,C6,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-292,P-033,abc,1,F3,D3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-293,P-033,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-294,P-033,abc,1,6,7,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-295,P-033,abc,1,3,10,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-296,P-033,abc,1,2,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-297,P-033,abc,1,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-298,P-034,abc,1,11,8,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-299,P-034,abc,1,2,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-300,P-034,abc,1,B4,B4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-301,P-034,abc,1,F3,F2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-302,P-034,abc,1,1.5,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-303,P-034,abc,1,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-304,P-034,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-305,P-034,abc,1,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-306,P-034,abc,1,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-307,P-035,abc,1,4,8,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-308,P-035,abc,1,16,16,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-309,P-035,abc,1,Bb5,B4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-310,P-035,abc,1,D3,D2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-311,P-035,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-312,P-035,abc,1,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-313,P-035,abc,1,15,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-314,P-035,abc,1,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-315,P-035,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-316,P-036,abc,1,12,12,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-317,P-036,abc,1,10,9,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-318,P-036,abc,1,Gb5,Gb5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-319,P-036,abc,1,Cb3,Db3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-320,P-036,abc,1,1.5,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-321,P-036,abc,1,5,5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-322,P-036,abc,1,3,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-323,P-036,abc,1,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-324,P-036,abc,1,0.25,0.25,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-325,P-037,abc,1,7,10,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-326,P-037,abc,1,18,18,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-327,P-037,abc,1,G5,G4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-328,P-037,abc,1,Bb2,B1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-329,P-037,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-330,P-037,abc,1,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-331,P-037,abc,1,0,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-332,P-037,abc,1,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-333,P-037,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-334,P-038,abc,1,4,4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-335,P-038,abc,1,8,8,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-336,P-038,abc,1,Db5,Db5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-337,P-038,abc,1,A3,A2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-338,P-038,abc,1,4,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-339,P-038,abc,1,4,4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-340,P-038,abc,1,1,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-341,P-038,abc,1,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-342,P-038,abc,1,4,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-343,P-039,abc,1,4,4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-344,P-039,abc,1,32,32,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-345,P-039,abc,1,Bb5,Bb4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-346,P-039,abc,1,Bb2,Bb1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-347,P-039,abc,1,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-348,P-039,abc,1,4,4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-349,P-039,abc,1,14,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-350,P-039,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-351,P-039,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-352,P-040,abc,1,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-353,P-040,abc,1,6,6,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-354,P-040,abc,1,Ab4,Ab4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-355,P-040,abc,1,D3,Db3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-356,P-040,abc,1,3,0.75,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-357,P-040,abc,1,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-358,P-040,abc,1,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-359,P-040,abc,1,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-360,P-040,abc,1,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-361,P-041,abc,1,5,6,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-362,P-041,abc,1,13,12,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-363,P-041,abc,1,G5,G5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-364,P-041,abc,1,D4,G3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-365,P-041,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-366,P-041,abc,1,5,5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-367,P-041,abc,1,2,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-368,P-041,abc,1,2,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-369,P-041,abc,1,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-379,P-042,abc,1,4,6,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-380,P-042,abc,1,6,8,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-381,P-042,abc,1,A5,A5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-382,P-042,abc,1,D#4,D4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-383,P-042,abc,1,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-384,P-042,abc,1,3,5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-385,P-042,abc,1,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-386,P-042,abc,1,2,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-387,P-042,abc,1,0.25,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-388,P-043,abc,1,5,8,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-389,P-043,abc,1,12,12,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-390,P-043,abc,1,B3,B4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-391,P-043,abc,1,G#3,G#2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-392,P-043,abc,1,1,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-393,P-043,abc,1,3,4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-394,P-043,abc,1,5,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-395,P-043,abc,1,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-396,P-043,abc,1,1,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-397,P-044,abc,1,4,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-398,P-044,abc,1,9,9,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-399,P-044,abc,1,C#5,C6,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-400,P-044,abc,1,A3,E2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-401,P-044,abc,1,3,0.75,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-402,P-044,abc,1,4,4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-403,P-044,abc,1,5,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-404,P-044,abc,1,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-405,P-044,abc,1,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-406,P-045,abc,1,5,9,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-407,P-045,abc,1,12,12,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-408,P-045,abc,1,F#4,F#5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-409,P-045,abc,1,G3,G3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-410,P-045,abc,1,0.75,0.25,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-411,P-045,abc,1,3,5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-412,P-045,abc,1,15,10,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-413,P-045,abc,1,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-414,P-045,abc,1,0.75,0.75,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-001,P-001,abc,2,16,16,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-002,P-001,abc,2,8,12,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-003,P-001,abc,2,F5,F5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-004,P-001,abc,2,F4,A2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-005,P-001,abc,2,1.5,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-006,P-001,abc,2,5,4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-007,P-001,abc,2,1,2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-008,P-001,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-009,P-001,abc,2,0.25,0.25,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-010,P-002,abc,2,24,9,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-011,P-002,abc,2,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-012,P-002,abc,2,E5,E5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-013,P-002,abc,2,F3,F3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-014,P-002,abc,2,0.33,0.33,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-015,P-002,abc,2,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-016,P-002,abc,2,2,0,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-017,P-002,abc,2,4,5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-018,P-002,abc,2,0.33,0.33,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-019,P-003,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-020,P-003,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-021,P-003,abc,2,G5,G5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-022,P-003,abc,2,N/A,N/A,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-023,P-003,abc,2,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-024,P-003,abc,2,N/A,0,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-025,P-003,abc,2,0,N/A,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-026,P-003,abc,2,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-027,P-003,abc,2,N/A,N/A,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-028,P-004,abc,2,6,6,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-029,P-004,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-030,P-004,abc,2,N/A,N/A,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-031,P-004,abc,2,C2,C2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-032,P-004,abc,2,1,0.25,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-033,P-004,abc,2,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-034,P-004,abc,2,N/A,0,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-035,P-004,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-036,P-004,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-037,P-005,abc,2,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-038,P-005,abc,2,5,6,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-039,P-005,abc,2,Eb5,E5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-040,P-005,abc,2,Eb4,Gb2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-041,P-005,abc,2,2,0.25,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-042,P-005,abc,2,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-043,P-005,abc,2,3,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-044,P-005,abc,2,4,4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-045,P-005,abc,2,1,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-046,P-006,abc,2,4,6,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-047,P-006,abc,2,6,6,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-048,P-006,abc,2,G4,G5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-049,P-006,abc,2,A3,A2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-050,P-006,abc,2,1,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-051,P-006,abc,2,4,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-052,P-006,abc,2,2,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-053,P-006,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-054,P-006,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-055,P-007,abc,2,9,12,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-056,P-007,abc,2,9,10,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-057,P-007,abc,2,A4,A4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-058,P-007,abc,2,A2,A1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-059,P-007,abc,2,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-060,P-007,abc,2,6,6,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-061,P-007,abc,2,4,8,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-062,P-007,abc,2,2,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-063,P-007,abc,2,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-064,P-008,abc,2,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-065,P-008,abc,2,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-066,P-008,abc,2,Ab4,A4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-067,P-008,abc,2,Bb2,B1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-068,P-008,abc,2,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-069,P-008,abc,2,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-070,P-008,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-071,P-008,abc,2,4,4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-072,P-008,abc,2,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-073,P-009,abc,2,12,12,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-074,P-009,abc,2,6,7,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-075,P-009,abc,2,F5,F5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-076,P-009,abc,2,A3,B2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-077,P-009,abc,2,1,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-078,P-009,abc,2,5,4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-079,P-009,abc,2,5,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-080,P-009,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-081,P-009,abc,2,0.33,0.17,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-082,P-010,abc,2,8,8,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-083,P-010,abc,2,8,9,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-084,P-010,abc,2,Bb4,Bb4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-085,P-010,abc,2,Cb4,C4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-086,P-010,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-087,P-010,abc,2,4,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-088,P-010,abc,2,2,0,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-089,P-010,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-090,P-010,abc,2,1,0.25,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-091,P-011,abc,2,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-092,P-011,abc,2,6,6,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-093,P-011,abc,2,F5,F5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-094,P-011,abc,2,F3,D3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-095,P-011,abc,2,1,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-096,P-011,abc,2,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-097,P-011,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-098,P-011,abc,2,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-099,P-011,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-100,P-012,abc,2,8,8,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-101,P-012,abc,2,4,4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-102,P-012,abc,2,C5,C5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-103,P-012,abc,2,B3,G3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-104,P-012,abc,2,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-105,P-012,abc,2,5,5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-106,P-012,abc,2,5,4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-107,P-012,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-108,P-012,abc,2,0.25,0.5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-109,P-013,abc,2,8,7,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-110,P-013,abc,2,12,11,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-111,P-013,abc,2,B4,B4,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-112,P-013,abc,2,G3,G2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-113,P-013,abc,2,2,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-114,P-013,abc,2,6,5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-115,P-013,abc,2,2,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-116,P-013,abc,2,0,1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-117,P-013,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-118,P-014,abc,2,22,24,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-119,P-014,abc,2,7,9,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-120,P-014,abc,2,C5,C5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-121,P-014,abc,2,G2,G2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-122,P-014,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-123,P-014,abc,2,6,6,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-124,P-014,abc,2,5,11,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-125,P-014,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-126,P-014,abc,2,0.25,0.25,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-127,P-015,abc,2,6,6,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-128,P-015,abc,2,6,6,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-129,P-015,abc,2,E5,E5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-130,P-015,abc,2,E3,E2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-131,P-015,abc,2,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-132,P-015,abc,2,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-133,P-015,abc,2,9,0,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-134,P-015,abc,2,0,0,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-135,P-015,abc,2,0.5,0.25,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-136,P-016,abc,2,2,8,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-137,P-016,abc,2,14,16,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-138,P-016,abc,2,B5,B4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-139,P-016,abc,2,G2,G2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-140,P-016,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-141,P-016,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-142,P-016,abc,2,3,5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-143,P-016,abc,2,3,3,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-144,P-016,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-145,P-017,abc,2,8,12,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-146,P-017,abc,2,15,14,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-147,P-017,abc,2,A4,A5,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-148,P-017,abc,2,B2,B1,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-149,P-017,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-150,P-017,abc,2,3,4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-151,P-017,abc,2,5,2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-152,P-017,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-153,P-017,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-154,P-018,abc,2,2,4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-155,P-018,abc,2,7,6,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-156,P-018,abc,2,A5,A4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-157,P-018,abc,2,D#2,D2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-158,P-018,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-159,P-018,abc,2,1,2,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-160,P-018,abc,2,9,9,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-161,P-018,abc,2,3,4,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-162,P-018,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-163,P-019,abc,2,10,10,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-164,P-019,abc,2,6,7,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-165,P-019,abc,2,C5,C6,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-166,P-019,abc,2,D4,D3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-167,P-019,abc,2,1,1,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-168,P-019,abc,2,2,2,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-169,P-019,abc,2,11,11,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-170,P-019,abc,2,2,3,False,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-171,P-019,abc,2,0.5,0.5,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-172,P-020,abc,2,8,8,True,True,,0.0,,
gpt-5.1-2025-11-13,openai,Q-173,P-020,abc,2,5,10,False,True,,0.0,,
